Sequencing Run	Viral genome	Viral name	Virus genome length	Paired read count	Covered bases
SRR23971532	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	12	347
SRR23971532	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	1	43
SRR23971532	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	22	678
SRR23971532	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	27	894
SRR23971532	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	1	43
SRR23971532	NC_055121.1	Bamboo_rat_circovirus_isolate_FJ01,_complete_genome	2112	1	43
SRR23971532	NC_007358.1	Influenza_A_virus_(A/goose/Guangdong/1/1996(H5N1))_polymerase_(PB1)_and_PB1-F2_protein_(PB1-F2)_genes,_complete_cds	2341	2	43
SRR23971532	NC_004908.1	Influenza_A_virus_ha_gene_for_Hemagglutinin,_genomic_RNA,_strain_A/Hong_Kong/1073/99(H9N2)	1714	1	43
SRR23971532	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	3	129
SRR23971532	NC_001543.1	Rabbit_hemorrhagic_disease_virus-FRG,_complete_genome	7437	3	129
SRR23971532	NC_014969.1	Fowl_adenovirus_E,_complete_genome	44055	1	43
SRR23971532	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	51	1203
SRR23971532	NC_026422.1	Influenza_A_virus_(A/Shanghai/02/2013(H7N9))_segment_1_polymerase_PB2_(PB2)_gene,_complete_cds	2280	22	567
SRR23971532	NC_001539.1	Canine_parvovirus,_complete_genome	5323	10019	4435
SRR23971532	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	69	719
SRR23971532	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	2	86
SRR23971532	NC_039194.1	Avian_paramyxovirus_6_strain_APMV-6/Goose/FarEast/4440/2003,_complete_genome	16236	3	129
SRR23971532	NC_026423.1	Influenza_A_virus_(A/Shanghai/02/2013(H7N9))_segment_2_polymerase_PB1_(PB1)_and_PB1-F2_protein_(PB1-F2)_genes,_complete_cds	2297	18	466
SRR23971532	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	5	172
SRR23971532	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	7	269
SRR23971532	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	1	43
SRR23971532	NC_018401.1	Gyrovirus_4,_complete_genome	2034	6	258
SRR23971532	NC_004442.1	Canine_minute_virus,_complete_genome	5097	1	43
SRR23971532	OM451208.1	MAG:_Murine_orthopneumovirus_isolate_ZJ-MO3_non-structural_protein_1,_non-structural_protein_2,_nucleocapsid_protein,_phosphoprotein,_matrix_protein,_attachment_glycoprotein,_fusion_protein,_M2-1,_M2-2,_and_polymerase_subunit_genes,_complete_cds	14948	3	129
SRR23971532	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	5	209
SRR23971532	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	1	43
SRR23971532	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	3	129
SRR23971503	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	2	186
SRR23971503	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	1	173
SRR23971503	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	1	93
SRR23971503	NC_001539.1	Canine_parvovirus,_complete_genome	5323	13	1282
SRR23971503	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	8	1096
SRR23971503	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	8	869
SRR23971503	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	7	873
SRR23971440	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	326	4260
SRR23971440	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	1012	15863
SRR23971515	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	1	161
SRR23971515	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1287	5202
SRR23971515	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	888	18166
SRR23971431	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	11	1283
SRR23971431	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1	93
SRR23971431	NC_032730.1	Lucheng_Rn_rat_coronavirus_isolate_Lucheng-19,_complete_genome	28763	1	158
SRR23971431	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	5	610
SRR23971520	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	3	129
SRR23971520	NC_004800.1	Goose_hemorrhagic_polyomavirus,_complete_genome	5256	3	86
SRR23971520	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	1	43
SRR23971520	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	43	1176
SRR23971520	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	6	258
SRR23971520	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	4	169
SRR23971520	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	2	83
SRR23971520	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	2	86
SRR23971520	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	15	443
SRR23971520	NC_001543.1	Rabbit_hemorrhagic_disease_virus-FRG,_complete_genome	7437	6	220
SRR23971520	NC_014969.1	Fowl_adenovirus_E,_complete_genome	44055	1	43
SRR23971520	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	7	193
SRR23971520	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	1	43
SRR23971520	NC_021472.1	Felis_catus_papillomavirus-3,_complete_genome	7583	9	387
SRR23971520	NC_001539.1	Canine_parvovirus,_complete_genome	5323	3766	4425
SRR23971520	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	93	729
SRR23971520	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1	43
SRR23971520	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	2	86
SRR23971520	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	16	645
SRR23971520	NC_002188.1	Fowlpox_virus,_complete_genome	288539	1	43
SRR23971520	NC_004442.1	Canine_minute_virus,_complete_genome	5097	244	3666
SRR23971520	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	29	1227
SRR23971520	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	1	43
SRR23971520	NC_022373.1	Felis_catus_papillomavirus_4_isolate_MY-3,_complete_genome	7616	1	43
SRR23971520	NC_040604.1	Rodent_papillomavirus_isolate_RtRn-PV/GD2014,_complete_genome	7373	1	43
SRR23971520	NC_040573.1	Myocastor_coypus_polyomavirus_1,_complete_genome	5422	5	214
SRR23971540	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	1	43
SRR23971540	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	1	43
SRR23971540	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	1	43
SRR23971540	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	8	334
SRR23971540	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	4	169
SRR23971540	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	4	172
SRR23971540	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	1	43
SRR23971540	OM451213.1	MAG:_Erinaceus_hedgehog_coronavirus_HKU31_isolate_HeB-MO1_ORF1ab,_spike_protein,_hypothetical_protein,_envelop_protein,_membrane_protein,_and_nucleocapsid_protein_genes,_complete_cds	29920	2	86
SRR23971540	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	2	86
SRR23971540	NC_014969.1	Fowl_adenovirus_E,_complete_genome	44055	1	43
SRR23971540	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	2	86
SRR23971540	OM451183.1	MAG:_Civet_kobuvirus_isolate_SC-F3_polyprotein_gene,_complete_cds	8146	1	43
SRR23971540	OM451212.1	MAG:_Erinaceus_hedgehog_coronavirus_HKU31_isolate_HeN-F3_ORF1ab,_spike_protein,_and_hypothetical_protein_genes,_complete_cds;_envelop_protein_and_membrane_protein_genes,_partial_cds;_and_nucleocapsid_protein_gene,_complete_cds	29858	2	86
SRR23971540	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	2	86
SRR23971540	NC_001539.1	Canine_parvovirus,_complete_genome	5323	193	3713
SRR23971540	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	8	296
SRR23971540	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	7	301
SRR23971540	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	1	43
SRR23971540	NC_039194.1	Avian_paramyxovirus_6_strain_APMV-6/Goose/FarEast/4440/2003,_complete_genome	16236	7	172
SRR23971540	NC_002654.2	Helicoverpa_armigera_nucleopolyhedrovirus_G4,_complete_genome	131405	3	129
SRR23971540	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	2	86
SRR23971540	NC_032730.1	Lucheng_Rn_rat_coronavirus_isolate_Lucheng-19,_complete_genome	28763	1	43
SRR23971540	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	2	86
SRR23971540	NC_002188.1	Fowlpox_virus,_complete_genome	288539	1	43
SRR23971540	NC_004442.1	Canine_minute_virus,_complete_genome	5097	2	86
SRR23971540	OM451116.1	MAG:_Civet_astrovirus_isolate_SC-F1_nonstructural_protein_gene,_partial_cds;_and_capsid_protein_precursor,_gene,_complete_cds	6845	3	129
SRR23971540	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	8	301
SRR23971540	NC_040604.1	Rodent_papillomavirus_isolate_RtRn-PV/GD2014,_complete_genome	7373	1	43
SRR23971423	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	63	1428
SRR23971423	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	1	43
SRR23971423	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	1	43
SRR23971423	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	8	301
SRR23971423	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	10	412
SRR23971423	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	48	1192
SRR23971423	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	1	43
SRR23971423	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	4	172
SRR23971423	OM451183.1	MAG:_Civet_kobuvirus_isolate_SC-F3_polyprotein_gene,_complete_cds	8146	1	43
SRR23971423	NC_003494.1	Infectious_spleen_and_kidney_necrosis_virus,_complete_genome	111362	1	43
SRR23971423	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	12	466
SRR23971423	NC_001539.1	Canine_parvovirus,_complete_genome	5323	1564	4340
SRR23971423	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	6	201
SRR23971423	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1	43
SRR23971423	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	6	258
SRR23971423	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	2	86
SRR23971423	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	1	43
SRR23971423	OM451122.1	MAG:_Canine_coronavirus_isolate_SD-F3,_complete_genome	29309	1	43
SRR23971423	NC_004442.1	Canine_minute_virus,_complete_genome	5097	3	129
SRR23971423	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	2	86
SRR23971423	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	2	67
SRR23971469	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	1	43
SRR23971469	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	17	631
SRR23971469	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	1	43
SRR23971469	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	1	43
SRR23971469	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	3	129
SRR23971469	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	53	1628
SRR23971469	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	4	129
SRR23971469	OM451194.1	MAG:_Cadicivirus_B_isolate_HeN-F3_polyprotein_P1_and_polyprotein_P2/P3_genes,_complete_cds	8836	5	172
SRR23971469	NC_020499.1	Canine_bocavirus_1_isolate_Con-161,_complete_genome	5413	2	86
SRR23971469	NC_001539.1	Canine_parvovirus,_complete_genome	5323	486	3930
SRR23971469	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	3	86
SRR23971469	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	11	430
SRR23971469	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	2	86
SRR23971469	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	13	516
SRR23971469	OM451195.1	MAG:_Hedgehog_dicipivirus_2_isolate_HeN-F3_polyprotein_P2/P3_gene,_complete_cds	8598	5	215
SRR23971469	NC_002654.2	Helicoverpa_armigera_nucleopolyhedrovirus_G4,_complete_genome	131405	1	43
SRR23971469	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	2	85
SRR23971469	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	22	359
SRR23971469	OM451162.1	MAG:_Hedgehog_chapparvovirus_6_isolate_HeN-F2_genomic_sequence	4461	9	281
SRR23971469	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	43	1823
SRR23971469	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	1	43
SRR23971469	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	43	203
SRR23971453	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	13	544
SRR23971453	OM451123.1	MAG:_Canine_coronavirus_isolate_HeB-G1,_complete_genome	29340	689	9263
SRR23971453	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	1	43
SRR23971453	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	1	43
SRR23971453	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	2	86
SRR23971453	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	15	433
SRR23971453	OM451213.1	MAG:_Erinaceus_hedgehog_coronavirus_HKU31_isolate_HeB-MO1_ORF1ab,_spike_protein,_hypothetical_protein,_envelop_protein,_membrane_protein,_and_nucleocapsid_protein_genes,_complete_cds	29920	32	1175
SRR23971453	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	1	43
SRR23971453	NC_001543.1	Rabbit_hemorrhagic_disease_virus-FRG,_complete_genome	7437	3	102
SRR23971453	OM451194.1	MAG:_Cadicivirus_B_isolate_HeN-F3_polyprotein_P1_and_polyprotein_P2/P3_genes,_complete_cds	8836	1	43
SRR23971453	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	13	512
SRR23971453	OM451212.1	MAG:_Erinaceus_hedgehog_coronavirus_HKU31_isolate_HeN-F3_ORF1ab,_spike_protein,_and_hypothetical_protein_genes,_complete_cds;_envelop_protein_and_membrane_protein_genes,_partial_cds;_and_nucleocapsid_protein_gene,_complete_cds	29858	36	1133
SRR23971453	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	2	86
SRR23971453	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	68	2056
SRR23971453	NC_001539.1	Canine_parvovirus,_complete_genome	5323	387	3993
SRR23971453	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	60	854
SRR23971453	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	36	1232
SRR23971453	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	30	1173
SRR23971453	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	19	817
SRR23971453	OM451195.1	MAG:_Hedgehog_dicipivirus_2_isolate_HeN-F3_polyprotein_P2/P3_gene,_complete_cds	8598	1	43
SRR23971453	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	1	43
SRR23971453	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	5	185
SRR23971453	OM451122.1	MAG:_Canine_coronavirus_isolate_SD-F3,_complete_genome	29309	409	6034
SRR23971453	NC_022787.1	Porcine_torovirus_strain_SH1,_complete_genome	28301	19	568
SRR23971453	OM451162.1	MAG:_Hedgehog_chapparvovirus_6_isolate_HeN-F2_genomic_sequence	4461	4	172
SRR23971453	NC_004442.1	Canine_minute_virus,_complete_genome	5097	31	604
SRR23971453	NC_002306.3	Feline_infectious_peritonitis_virus,_complete_genome	29355	56	1054
SRR23971453	NC_038861.1	Transmissible_gastroenteritis_virus_complete_genome,_genomic_RNA	28586	124	2613
SRR23971411	NC_023860.1	Porcine_parvovirus_6_isolate_TJ,_complete_genome	6148	1	43
SRR23971411	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	5	215
SRR23971411	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	2	86
SRR23971411	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	1	43
SRR23971411	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	1	36
SRR23971411	NC_014969.1	Fowl_adenovirus_E,_complete_genome	44055	2	86
SRR23971411	NC_001457.1	Human_papillomavirus_type_4,_complete_genome	7353	1	43
SRR23971411	AC_000013.1	Fowl_adenovirus_D,_complete_genome	45063	4	129
SRR23971411	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	1	43
SRR23971411	NC_020499.1	Canine_bocavirus_1_isolate_Con-161,_complete_genome	5413	1	43
SRR23971411	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	3	129
SRR23971411	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	2	86
SRR23971411	NC_001539.1	Canine_parvovirus,_complete_genome	5323	64	1859
SRR23971411	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	2	86
SRR23971411	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	4	172
SRR23971411	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	2	86
SRR23971411	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	4	117
SRR23971411	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	2	43
SRR23971411	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	1	43
SRR23971411	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	5	164
SRR23971411	NC_004442.1	Canine_minute_virus,_complete_genome	5097	13	456
SRR23971411	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	1	43
SRR23971411	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	5	178
SRR23971511	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	1	186
SRR23971511	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1	93
SRR23971511	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	1	93
SRR23971517	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	3	558
SRR23971517	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	583	4685
SRR23971517	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	2	299
SRR23971487	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	38	1075
SRR23971487	OM451123.1	MAG:_Canine_coronavirus_isolate_HeB-G1,_complete_genome	29340	6	258
SRR23971487	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	4	172
SRR23971487	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	1	43
SRR23971487	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	13	427
SRR23971487	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	5	174
SRR23971487	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	1	43
SRR23971487	NC_001539.1	Canine_parvovirus,_complete_genome	5323	14054	4440
SRR23971487	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	5	183
SRR23971487	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	46	1672
SRR23971487	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	1	43
SRR23971487	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	2	86
SRR23971487	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	1	43
SRR23971487	OM451122.1	MAG:_Canine_coronavirus_isolate_SD-F3,_complete_genome	29309	3	86
SRR23971487	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	1	43
SRR23971487	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	3	86
SRR23971487	NC_004442.1	Canine_minute_virus,_complete_genome	5097	171	2908
SRR23971487	NC_038861.1	Transmissible_gastroenteritis_virus_complete_genome,_genomic_RNA	28586	1	43
SRR23971523	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	2	86
SRR23971523	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	2	86
SRR23971523	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	2	86
SRR23971523	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	1	43
SRR23971523	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	12	406
SRR23971523	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	47	1302
SRR23971523	NC_001543.1	Rabbit_hemorrhagic_disease_virus-FRG,_complete_genome	7437	291	1364
SRR23971523	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	2	86
SRR23971523	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	5	207
SRR23971523	NC_021472.1	Felis_catus_papillomavirus-3,_complete_genome	7583	1	43
SRR23971523	NC_001539.1	Canine_parvovirus,_complete_genome	5323	783	4272
SRR23971523	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	6	258
SRR23971523	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	2	86
SRR23971523	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	1	43
SRR23971523	NC_022249.1	Feline_astrovirus_2_strain_1637F,_complete_genome	6795	2	82
SRR23971523	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	4	129
SRR23971523	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	1	43
SRR23971523	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	1	43
SRR23971523	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	26	1032
SRR23971523	OM451162.1	MAG:_Hedgehog_chapparvovirus_6_isolate_HeN-F2_genomic_sequence	4461	1	43
SRR23971523	NC_002188.1	Fowlpox_virus,_complete_genome	288539	3	129
SRR23971523	NC_004442.1	Canine_minute_virus,_complete_genome	5097	2	83
SRR23971523	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	539	15551
SRR23971523	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	1	43
SRR23971523	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	1	43
SRR23971420	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	1	43
SRR23971420	NC_023860.1	Porcine_parvovirus_6_isolate_TJ,_complete_genome	6148	2	43
SRR23971420	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	5	215
SRR23971420	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	45	1820
SRR23971420	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	3	129
SRR23971420	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	1	43
SRR23971420	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	1	43
